Rk,Gls,Sh,SoT,SoT%,SoT/90,G/Sh,PK,PKatt,xG
1077,0,10,1,10.0,0.10,0.00,0,0,1.1
1078,0,18,6,33.3,0.22,0.00,0,0,0.6
1079,3,5,3,60.0,0.24,0.60,0,0,1.2
1080,0,3,2,66.7,0.15,0.00,0,0,0.7
1081,3,14,4,28.6,0.14,0.21,0,0,1.7
1082,1,3,2,66.7,1.68,0.33,0,0,0.7
1083,1,13,6,46.2,1.21,0.08,0,0,2.4
1084,0,1,0,0.0,0.00,0.00,0,0,0.0
1085,0,3,1,33.3,0.10,0.00,0,0,0.6
1086,1,30,9,30.0,0.59,0.03,0,0,2.6
1087,6,49,17,34.7,0.54,0.12,0,0,4.3
1088,0,35,9,25.7,0.33,0.00,0,0,1.2
1089,1,6,2,33.3,0.33,0.17,0,0,0.2
1090,0,14,1,7.1,0.08,0.00,0,0,0.7
1091,0,0,0,,0.00,,0,0,0.0
1092,2,34,4,11.8,0.15,0.06,0,0,2.1
1093,0,0,0,,0.00,,0,0,0.0
1094,6,40,15,37.5,0.93,0.15,0,0,7.8
1095,1,19,9,47.4,0.80,0.05,0,0,1.0
1096,11,81,39,48.1,1.42,0.14,0,1,8.6
1097,8,75,32,42.7,1.54,0.11,0,0,9.5
1098,0,12,0,0.0,0.00,0.00,0,0,1.0
1099,8,45,17,37.8,0.56,0.18,0,0,3.7
1100,0,3,1,33.3,8.18,0.00,0,0,0.1
1101,0,0,0,,0.00,,0,0,0.0
1102,2,13,4,30.8,0.15,0.15,0,0,1.3
1103,1,26,3,11.5,0.10,0.04,0,0,2.5
1104,5,23,10,43.5,0.55,0.22,0,0,5.0
1105,0,0,0,,0.00,,0,0,0.0
1106,0,1,0,0.0,0.00,0.00,0,0,0.0
1107,0,1,0,0.0,0.00,0.00,0,0,0.1
1108,0,6,3,50.0,0.26,0.00,0,0,0.5
1109,8,50,22,44.0,0.80,0.16,0,1,8.7
1110,0,12,5,41.7,0.22,0.00,0,0,2.2
1111,0,1,1,100.0,2.73,0.00,0,0,0.0
1112,1,23,9,39.1,0.76,0.04,0,0,0.9
1113,0,0,0,,0.00,,0,0,0.0
1114,0,5,1,20.0,0.11,0.00,0,0,0.1
1115,0,0,0,,0.00,,0,0,0.0
1116,0,0,0,,0.00,,0,0,0.0
1117,0,1,0,0.0,0.00,0.00,0,0,0.0
1118,3,29,10,34.5,0.59,0.10,0,0,1.7
1119,0,0,0,,0.00,,0,0,0.0
1120,1,24,4,16.7,0.17,0.04,0,0,1.5
1121,0,5,1,20.0,0.11,0.00,0,0,1.1
1122,1,22,4,18.2,0.42,0.05,0,0,1.7
1123,1,27,3,11.1,0.12,0.04,0,0,2.7
1124,1,23,4,17.4,0.14,0.04,0,0,1.7
1125,1,10,1,10.0,0.07,0.00,1,1,1.4
1126,8,29,14,48.3,1.04,0.24,1,1,7.5
1127,0,0,0,,0.00,,0,0,0.0
1128,1,5,3,60.0,0.18,0.20,0,0,0.3
1129,1,12,3,25.0,1.03,0.08,0,0,1.1
1130,0,47,10,21.3,0.33,0.00,0,0,2.7
1131,2,10,2,20.0,0.06,0.20,0,0,0.9
1132,1,2,1,50.0,0.13,0.50,0,0,0.5
1133,1,8,1,12.5,0.17,0.13,0,0,1.1
1134,0,3,0,0.0,0.00,0.00,0,0,0.3
1135,0,0,0,,0.00,,0,0,0.0
1136,7,29,13,44.8,0.93,0.21,1,1,5.6
1137,1,19,3,15.8,0.10,0.05,0,0,2.7
1138,0,19,6,31.6,0.23,0.00,0,0,0.8
1139,10,63,19,30.2,1.26,0.13,2,3,9.9
1140,12,36,20,55.6,1.42,0.33,0,0,9.8
1141,0,6,2,33.3,0.79,0.00,0,0,1.0
1142,0,7,3,42.9,2.67,0.00,0,0,1.5
1143,3,35,12,34.3,0.56,0.09,0,0,3.2
1144,0,4,1,25.0,0.07,0.00,0,0,0.1
1145,0,1,0,0.0,0.00,0.00,0,0,0.0
1146,5,34,18,52.9,1.69,0.15,0,0,4.8
1147,0,0,0,,0.00,,0,0,0.0
1148,3,36,14,38.9,0.61,0.06,1,1,4.4
1149,0,1,0,0.0,0.00,0.00,0,0,0.3
1150,15,81,36,44.4,1.95,0.19,0,0,9.2
1151,0,1,0,0.0,0.00,0.00,0,0,0.0
1152,0,6,0,0.0,0.00,0.00,0,0,0.7
1153,2,7,2,28.6,0.21,0.29,0,0,1.0
1154,0,0,0,,0.00,,0,0,0.0
1155,36,127,56,44.1,1.59,0.17,14,15,26.9
1156,0,0,0,,0.00,,0,0,0.0
1157,4,23,11,47.8,1.29,0.17,0,1,4.3
1158,22,90,35,38.9,1.12,0.23,1,2,16.8
1159,5,43,13,30.2,0.68,0.09,1,1,4.0
1160,8,116,38,32.8,1.22,0.03,5,5,12.9
1161,2,38,11,28.9,0.51,0.05,0,0,3.9
1162,0,18,3,16.7,0.14,0.00,0,0,0.9
1163,9,44,22,50.0,1.31,0.20,0,0,6.4
1164,1,23,13,56.5,0.99,0.04,0,0,1.5
1165,1,3,3,100.0,0.21,0.33,0,0,0.4
1166,0,1,0,0.0,0.00,0.00,0,0,0.0
1167,0,0,0,,0.00,,0,0,0.0
1168,0,0,0,,0.00,,0,0,0.0
1169,1,23,9,39.1,0.51,0.04,0,0,2.3
1170,1,12,4,33.3,0.13,0.08,0,0,1.3
1171,0,0,0,,0.00,,0,0,0.0
1172,0,0,0,,0.00,,0,0,0.0
1173,0,5,1,20.0,0.16,0.00,0,0,0.3
1174,2,11,2,18.2,0.58,0.18,0,0,0.5
1175,0,17,7,41.2,0.38,0.00,0,0,0.3
1176,2,18,9,50.0,0.48,0.11,0,0,2.3
1177,1,4,1,25.0,0.11,0.25,0,0,0.2
1178,3,42,19,45.2,0.75,0.07,0,0,3.6
1179,0,0,0,,0.00,,0,0,0.0
1180,0,18,3,16.7,0.18,0.00,0,0,0.8
1181,0,1,0,0.0,0.00,0.00,0,0,0.1
1182,2,41,9,22.0,0.39,0.05,0,0,2.8
1183,0,4,0,0.0,0.00,0.00,0,0,0.3
1184,0,8,0,0.0,0.00,0.00,0,0,0.2
1185,0,4,0,0.0,0.00,0.00,0,0,0.5
1186,3,25,8,32.0,0.62,0.12,0,0,1.4
1187,0,0,0,,0.00,,0,0,0.0
1188,1,27,8,29.6,0.61,0.04,0,0,1.5
1189,0,2,1,50.0,0.51,0.00,0,0,0.2
1190,0,0,0,,0.00,,0,0,0.0
1191,0,5,3,60.0,1.62,0.00,0,0,0.3
1192,2,13,5,38.5,0.17,0.15,0,0,1.4
1193,0,0,0,,0.00,,0,0,0.0
1194,1,6,3,50.0,0.59,0.17,0,0,0.3
1195,0,0,0,,0.00,,0,0,0.0
1196,14,102,43,42.2,1.91,0.14,0,1,18.4
1197,0,0,0,,0.00,,0,0,0.0
1198,17,114,39,34.2,1.08,0.11,4,4,14.4
1199,8,32,11,34.4,0.48,0.19,2,3,5.5
1200,2,52,15,28.8,0.50,0.04,0,0,4.8
1201,0,1,0,0.0,0.00,0.00,0,0,0.0
1202,0,0,0,,0.00,,0,0,0.0
1203,1,6,2,33.3,1.43,0.17,0,0,0.9
1204,0,2,1,50.0,0.67,0.00,0,0,0.2
1205,2,4,4,100.0,0.17,0.50,0,0,1.0
1206,6,55,24,43.6,1.05,0.11,0,0,7.7
1207,0,10,1,10.0,0.08,0.00,0,0,0.4
1208,2,28,6,21.4,0.24,0.07,0,0,1.6
1209,0,0,0,,0.00,,0,0,0.0
1210,4,10,1,10.0,0.04,0.10,3,3,3.4
1211,0,0,0,,0.00,,0,0,0.0
1212,11,58,19,32.8,0.85,0.19,0,0,10.4
1213,11,81,28,34.6,0.91,0.12,1,1,10.6
1214,0,6,1,16.7,0.27,0.00,0,0,0.2
1215,7,69,26,37.7,1.02,0.10,0,0,9.6
1216,0,0,0,,0.00,,0,0,0.0
1217,0,0,0,,0.00,,0,0,0.0
1218,2,22,9,40.9,1.71,0.09,0,0,1.7
1219,2,12,3,25.0,0.63,0.17,0,0,2.2
1220,1,7,3,42.9,1.02,0.14,0,0,1.3
1221,0,0,0,,0.00,,0,0,0.0
1222,4,45,23,51.1,1.32,0.09,0,0,4.8
1223,4,38,8,21.1,0.33,0.03,3,3,5.3
1224,3,39,16,41.0,1.06,0.08,0,0,4.3
1225,0,7,0,0.0,0.00,0.00,0,0,0.3
1226,1,5,4,80.0,2.35,0.20,0,0,0.2
1227,0,0,0,,0.00,,0,0,0.0
1228,3,12,7,58.3,0.35,0.25,0,0,1.4
1229,0,8,1,12.5,0.04,0.00,0,0,1.1
1230,1,19,9,47.4,0.55,0.05,0,0,1.9
1231,2,26,9,34.6,0.33,0.08,0,0,2.1
1232,5,40,15,37.5,0.86,0.10,1,1,3.3
1233,2,42,12,28.6,0.54,0.05,0,0,3.2
1234,0,0,0,,0.00,,0,0,0.0
1235,5,18,8,44.4,1.26,0.28,0,0,4.6
1236,1,6,2,33.3,1.23,0.17,0,0,1.4
1237,1,40,11,27.5,0.73,0.03,0,0,2.3
1238,2,48,19,39.6,0.87,0.04,0,0,5.7
1239,1,5,2,40.0,0.28,0.20,0,0,1.0
1240,1,15,3,20.0,0.13,0.07,0,0,0.5
1241,2,28,7,25.0,0.37,0.07,0,0,1.5
1242,2,6,3,50.0,0.40,0.33,0,0,0.6
1243,18,78,34,43.6,1.18,0.21,2,2,10.6
1244,0,2,0,0.0,0.00,0.00,0,0,0.1
1245,2,11,4,36.4,0.79,0.18,0,0,0.7
1246,3,18,6,33.3,0.31,0.17,0,0,1.5
1247,0,0,0,,0.00,,0,0,0.0
1248,0,3,0,0.0,0.00,0.00,0,0,0.1
1249,6,31,11,35.5,0.73,0.19,0,0,4.2
1250,1,11,4,36.4,0.63,0.09,0,0,0.6
1251,0,0,0,,0.00,,0,0,0.0
1252,0,0,0,,0.00,,0,0,0.0
1253,0,3,2,66.7,0.14,0.00,0,0,0.1
1254,2,30,13,43.3,1.37,0.07,0,0,4.2
1255,2,13,4,30.8,0.14,0.15,0,0,1.6
1256,1,4,3,75.0,0.56,0.25,0,0,0.3
1257,0,3,0,0.0,0.00,0.00,0,0,0.2
1258,2,12,7,58.3,0.77,0.17,0,0,1.6
1259,0,2,1,50.0,0.52,0.00,0,0,0.1
1260,0,1,0,0.0,0.00,0.00,0,0,0.0
1261,0,3,0,0.0,0.00,0.00,0,0,0.1
1262,1,14,3,21.4,0.46,0.07,0,0,0.8
1263,2,11,5,45.5,0.17,0.18,0,0,1.1
1264,4,37,11,29.7,0.34,0.05,2,2,4.1
1265,0,5,2,40.0,1.70,0.00,0,0,0.2
1266,3,45,8,17.8,0.63,0.04,1,1,3.8
1267,0,10,0,0.0,0.00,0.00,0,0,0.6
1268,0,12,3,25.0,0.40,0.00,0,0,1.1
1269,5,57,18,31.6,0.92,0.09,0,0,6.0
1270,0,1,0,0.0,0.00,0.00,0,0,0.1
1271,0,0,0,,0.00,,0,0,0.0
1272,4,28,13,46.4,0.42,0.14,0,0,1.4
1273,0,6,2,33.3,0.15,0.00,0,0,0.4
1274,6,23,9,39.1,0.40,0.13,3,3,6.6
1275,0,20,8,40.0,0.44,0.00,0,0,0.7
1276,0,1,1,100.0,0.31,0.00,0,0,0.1
1277,0,6,1,16.7,0.07,0.00,0,0,0.5
1278,7,41,15,36.6,0.46,0.15,1,3,7.2
1279,0,19,6,31.6,0.81,0.00,0,0,1.5
1280,0,4,1,25.0,0.04,0.00,0,0,0.4
1281,0,3,0,0.0,0.00,0.00,0,0,0.4
1282,3,12,6,50.0,0.20,0.25,0,0,3.0
1283,4,34,11,32.4,0.65,0.12,0,0,2.9
1284,0,2,0,0.0,0.00,0.00,0,0,0.1
1285,1,4,2,50.0,0.11,0.25,0,0,0.4
1286,1,32,9,28.1,0.30,0.03,0,0,2.6
1287,0,0,0,,0.00,,0,0,0.0
1288,0,2,0,0.0,0.00,0.00,0,0,0.1
1289,1,4,2,50.0,0.49,0.25,0,0,0.2
1290,0,27,11,40.7,0.69,0.00,0,0,1.3
1291,4,23,9,39.1,0.30,0.17,0,0,2.4
1292,7,69,16,23.2,0.53,0.07,2,4,6.9
1293,0,4,0,0.0,0.00,0.00,0,0,0.6
1294,0,3,1,33.3,0.07,0.00,0,0,0.1
1295,0,2,0,0.0,0.00,0.00,0,0,0.0
1296,0,1,0,0.0,0.00,0.00,0,0,0.1
1297,2,11,6,54.5,0.88,0.18,0,1,1.9
1298,1,17,4,23.5,0.20,0.06,0,0,1.1
1299,0,9,1,11.1,0.10,0.00,0,0,0.2
1300,1,8,2,25.0,0.12,0.13,0,0,0.6
1301,2,7,3,42.9,1.93,0.29,0,0,1.2
1302,0,3,0,0.0,0.00,0.00,0,0,0.0
1303,1,11,4,36.4,0.18,0.09,0,0,1.5
1304,0,6,3,50.0,2.23,0.00,0,0,0.8
1305,0,3,1,33.3,0.04,0.00,0,0,0.4
1306,4,86,27,31.4,0.82,0.05,0,0,6.0
1307,1,11,3,27.3,0.90,0.09,0,0,1.6
1308,5,22,9,40.9,0.89,0.23,0,0,1.7
1309,2,2,2,100.0,0.40,1.00,0,0,0.4
1310,0,0,0,,0.00,,0,0,0.0
1311,0,15,4,26.7,0.17,0.00,0,0,0.9
1312,4,40,15,37.5,0.88,0.10,0,0,4.6
1313,1,22,5,22.7,0.19,0.05,0,0,1.9
1314,0,0,0,,0.00,,0,0,0.0
1315,1,23,5,21.7,0.18,0.04,0,0,1.9
1316,1,21,5,23.8,0.22,0.05,0,0,1.3
1317,0,27,11,40.7,0.91,0.00,0,0,2.0
1318,0,1,0,0.0,0.00,0.00,0,0,0.0
1319,0,0,0,,0.00,,0,0,0.0
1320,0,4,0,0.0,0.00,0.00,0,0,0.3
1321,12,40,20,50.0,1.27,0.25,2,2,9.3
1322,0,10,0,0.0,0.00,0.00,0,0,0.4
1323,0,0,0,,0.00,,0,0,0.0
1324,1,3,1,33.3,0.09,0.33,0,0,0.3
1325,0,1,0,0.0,0.00,0.00,0,0,0.0
1326,0,5,3,60.0,0.71,0.00,0,0,0.4
1327,4,57,18,31.6,0.61,0.07,0,0,2.8
1328,0,0,0,,0.00,,0,0,0.0
1329,0,6,2,33.3,0.34,0.00,0,0,0.4
1330,0,2,1,50.0,0.43,0.00,0,0,0.1
1331,4,54,25,46.3,0.97,0.07,0,0,2.8
1332,6,45,10,22.2,0.47,0.09,2,2,4.6
1333,10,59,24,40.7,0.74,0.15,1,1,6.7
1334,1,11,5,45.5,0.23,0.09,0,0,1.6
1335,4,38,10,26.3,0.48,0.11,0,0,3.1
1336,2,47,10,21.3,0.64,0.04,0,0,2.4
1337,2,24,7,29.2,0.38,0.08,0,0,0.8
1338,1,6,3,50.0,0.31,0.17,0,0,0.6
1339,1,4,2,50.0,0.34,0.25,0,0,0.2
1340,3,15,5,33.3,0.66,0.20,0,0,1.5
1341,0,4,2,50.0,0.18,0.00,0,0,0.2
1342,0,4,2,50.0,0.97,0.00,0,0,0.3
1343,2,20,8,40.0,1.30,0.10,0,0,3.5
1344,6,63,21,33.3,0.84,0.10,0,0,8.1
1345,10,53,26,49.1,1.25,0.19,0,0,8.6
1346,0,0,0,,0.00,,0,0,0.0
1347,0,0,0,,0.00,,0,0,0.0
1348,1,8,1,12.5,0.03,0.13,0,0,0.8
1349,1,1,1,100.0,10.00,1.00,0,0,0.4
1350,2,10,6,60.0,0.26,0.20,0,0,0.9
1351,1,16,5,31.3,0.17,0.06,0,0,1.1
1352,0,6,2,33.3,0.52,0.00,0,0,0.2
1353,2,16,5,31.3,0.22,0.00,2,2,2.9
1354,1,5,1,20.0,0.24,0.20,0,0,1.0
1355,2,29,8,27.6,0.59,0.07,0,0,2.7
1356,0,0,0,,0.00,,0,0,0.0
1357,0,2,0,0.0,0.00,0.00,0,0,0.1
1358,1,5,2,40.0,0.19,0.20,0,0,0.9
1359,0,5,2,40.0,0.33,0.00,0,0,0.3
1360,0,4,1,25.0,0.29,0.00,0,0,0.4
1361,0,2,0,0.0,0.00,0.00,0,0,0.1
1362,0,23,7,30.4,0.46,0.00,0,0,2.0
1363,11,60,21,35.0,1.06,0.15,2,2,10.6
1364,1,4,1,25.0,0.08,0.25,0,0,0.3
1365,2,8,2,25.0,0.07,0.25,0,0,0.7
1366,0,3,1,33.3,0.36,0.00,0,0,0.1
1367,0,0,0,,0.00,,0,0,0.0
1368,10,83,34,41.0,1.19,0.12,0,0,9.6
1369,1,9,2,22.2,0.09,0.11,0,0,0.3
1370,2,15,5,33.3,0.37,0.13,0,0,1.1
1371,1,4,2,50.0,0.38,0.25,0,0,0.3
1372,0,15,3,20.0,0.20,0.00,0,0,1.0
1373,0,0,0,,0.00,,0,0,0.0
1374,0,11,0,0.0,0.00,0.00,0,0,0.7
1375,0,5,1,20.0,0.15,0.00,0,0,0.2
1376,0,1,1,100.0,0.52,0.00,0,0,0.0
1377,1,4,1,25.0,0.19,0.25,0,0,0.4
1378,0,3,0,0.0,0.00,0.00,0,0,0.1
1379,3,36,17,47.2,0.47,0.08,0,0,2.4
1380,0,16,9,56.3,0.32,0.00,0,0,1.4
1381,0,2,0,0.0,0.00,0.00,0,0,0.1
1382,1,12,2,16.7,0.08,0.08,0,0,0.9
1383,2,16,7,43.8,0.26,0.13,0,0,1.0
1384,0,15,3,20.0,0.25,0.00,0,0,0.9
1385,6,45,15,33.3,0.96,0.13,0,0,4.9
1386,0,0,0,,0.00,,0,0,0.0
1387,0,2,0,0.0,0.00,0.00,0,0,0.1
1388,0,0,0,,0.00,,0,0,0.0
1389,5,53,21,39.6,0.84,0.09,0,0,3.5
1390,0,3,1,33.3,0.11,0.00,0,0,0.1
1391,4,45,15,33.3,0.79,0.09,0,0,5.5
1392,0,2,0,0.0,0.00,0.00,0,0,0.1
1393,0,8,0,0.0,0.00,0.00,0,0,0.2
1394,0,10,3,30.0,0.15,0.00,0,0,0.6
1395,2,4,3,75.0,0.61,0.50,0,0,0.5
1396,0,3,0,0.0,0.00,0.00,0,0,0.2
1397,0,0,0,,0.00,,0,0,0.0
1398,0,11,3,27.3,0.29,0.00,0,0,0.5
1399,0,1,0,0.0,0.00,0.00,0,0,0.1
1400,2,10,3,30.0,0.11,0.20,0,0,0.9
1401,0,1,0,0.0,0.00,0.00,0,0,0.0
1402,0,0,0,,0.00,,0,0,0.0
1403,0,15,3,20.0,0.12,0.00,0,0,0.6
1404,0,0,0,,0.00,,0,0,0.0
1405,1,38,14,36.8,0.66,0.03,0,0,3.0
1406,1,22,5,22.7,0.67,0.05,0,0,2.4
1407,1,14,5,35.7,0.32,0.07,0,0,1.3
1408,1,12,3,25.0,0.53,0.08,0,0,0.8
1409,1,30,2,6.7,0.07,0.03,0,0,1.3
1410,0,0,0,,0.00,,0,0,0.0
1411,34,134,59,44.0,1.92,0.22,5,5,27.5
1412,1,9,4,44.4,0.16,0.11,0,0,0.3
1413,2,25,8,32.0,0.93,0.04,1,2,5.1
1414,0,2,0,0.0,0.00,0.00,0,0,0.0
1415,2,34,10,29.4,0.60,0.06,0,0,1.6
1416,0,7,2,28.6,0.10,0.00,0,0,1.0
1417,4,18,9,50.0,0.33,0.22,0,0,2.6
1418,0,0,0,,0.00,,0,0,0.0
1419,0,1,0,0.0,0.00,0.00,0,0,0.0
1420,0,5,2,40.0,2.90,0.00,0,0,0.1
1421,0,2,1,50.0,0.33,0.00,0,0,0.1
1422,1,2,1,50.0,0.60,0.50,0,0,0.3
1423,1,6,1,16.7,0.03,0.17,0,0,0.4
1424,4,31,9,29.0,0.40,0.13,0,0,1.7
1425,1,22,6,27.3,0.58,0.05,0,0,2.7
1426,0,23,8,34.8,0.27,0.00,0,0,1.5
1427,1,10,4,40.0,0.15,0.10,0,0,1.0
1428,3,31,11,35.5,1.98,0.10,0,0,4.7
1429,3,14,5,35.7,0.33,0.21,0,0,1.8
1430,0,0,0,,0.00,,0,0,0.0
1431,0,0,0,,0.00,,0,0,0.0
1432,0,18,3,16.7,0.18,0.00,0,0,1.3
1433,0,2,0,0.0,0.00,0.00,0,0,0.1
1434,0,7,2,28.6,0.13,0.00,0,0,0.2
1435,4,18,10,55.6,1.70,0.17,1,1,3.0
1436,0,2,1,50.0,1.05,0.00,0,0,0.3
1437,0,33,6,18.2,0.21,0.00,0,0,1.7
1438,1,16,3,18.8,0.11,0.06,0,0,0.9
1439,0,4,0,0.0,0.00,0.00,0,0,0.5
1440,0,3,0,0.0,0.00,0.00,0,0,0.1
1441,0,2,0,0.0,0.00,0.00,0,0,0.2
1442,2,33,13,39.4,0.84,0.06,0,0,4.6
1443,2,4,2,50.0,0.31,0.50,0,0,0.4
1444,1,26,6,23.1,0.39,0.04,0,0,1.0
1445,0,10,1,10.0,0.29,0.00,0,0,1.0
1446,0,0,0,,0.00,,0,0,0.0
1447,0,2,2,100.0,1.34,0.00,0,0,0.1
1448,0,2,0,0.0,0.00,0.00,0,0,0.2
1449,2,18,7,38.9,0.44,0.06,1,1,2.6
1450,4,15,9,60.0,0.33,0.27,0,0,1.1
1451,0,0,0,,0.00,,0,0,0.0
1452,0,0,0,,0.00,,0,0,0.0
1453,0,3,0,0.0,0.00,0.00,0,0,0.1
1454,0,2,0,0.0,0.00,0.00,0,0,0.1
1455,0,11,2,18.2,0.16,0.00,0,0,0.8
1456,0,0,0,,0.00,,0,0,0.0
1457,0,0,0,,0.00,,0,0,0.0
1458,1,28,9,32.1,0.45,0.04,0,0,0.8
1459,1,1,1,100.0,6.92,1.00,0,0,0.0
1460,0,0,0,,0.00,,0,0,0.0
1461,2,37,13,35.1,0.58,0.05,0,0,1.8
1462,0,0,0,,0.00,,0,0,0.0
1463,0,5,1,20.0,0.12,0.00,0,0,0.3
1464,2,10,6,60.0,0.80,0.20,0,0,0.7
1465,0,5,0,0.0,0.00,0.00,0,0,0.2
1466,0,0,0,,0.00,,0,0,0.0
1467,4,34,13,38.2,1.14,0.12,0,0,4.1
1468,0,0,0,,0.00,,0,0,0.0
1469,0,1,0,0.0,0.00,0.00,0,0,0.1
1470,1,1,1,100.0,1.38,1.00,0,0,0.5
1471,1,6,2,33.3,0.90,0.17,0,0,0.3
1472,3,14,4,28.6,0.11,0.21,0,0,1.7
1473,0,9,2,22.2,0.09,0.00,0,0,0.5
1474,4,39,14,35.9,0.50,0.10,0,0,4.7
1475,2,15,3,20.0,0.11,0.13,0,0,2.5
1476,0,1,1,100.0,4.09,0.00,0,0,0.0
1477,2,23,7,30.4,0.22,0.09,0,0,1.8
1478,3,39,12,30.8,0.41,0.08,0,0,2.4
1479,0,2,0,0.0,0.00,0.00,0,0,0.1
1480,23,95,41,43.2,1.24,0.18,6,6,20.2
1481,7,38,18,47.4,0.80,0.18,0,0,6.1
1482,1,18,4,22.2,0.19,0.06,0,0,0.9
1483,0,16,3,18.8,0.17,0.00,0,0,1.1
1484,5,44,11,25.0,0.40,0.11,0,0,5.2
1485,0,1,0,0.0,0.00,0.00,0,0,0.0
1486,1,5,3,60.0,0.27,0.20,0,0,0.6
1487,0,0,0,,0.00,,0,0,0.0
1488,0,4,0,0.0,0.00,0.00,0,0,0.1
1489,0,14,3,21.4,0.20,0.00,0,0,0.5
1490,0,9,3,33.3,0.14,0.00,0,0,0.5
1491,0,7,1,14.3,0.26,0.00,0,0,0.4
1492,7,72,27,37.5,1.14,0.08,1,1,6.0
1493,0,1,1,100.0,0.95,0.00,0,0,0.0
1494,6,74,18,24.3,0.62,0.08,0,0,5.0
1495,1,6,1,16.7,0.08,0.17,0,0,0.6
1496,0,9,0,0.0,0.00,0.00,0,0,0.4
1497,0,2,1,50.0,0.78,0.00,0,0,0.1
1498,1,2,2,100.0,1.24,0.50,0,0,1.0
1499,0,6,2,33.3,0.76,0.00,0,0,0.1
1500,1,32,8,25.0,0.21,0.03,0,0,2.0
1501,0,0,0,,0.00,,0,0,0.0
1502,11,73,30,41.1,1.39,0.14,1,1,7.2
1503,0,0,0,,0.00,,0,0,0.0
1504,0,6,3,50.0,0.50,0.00,0,0,0.2
1505,1,30,9,30.0,0.36,0.03,0,0,1.7
1506,0,1,0,0.0,0.00,0.00,0,0,0.0
1507,0,4,1,25.0,0.06,0.00,0,0,0.3
1508,6,18,12,66.7,1.47,0.33,0,0,3.6
1509,2,7,2,28.6,0.49,0.29,0,0,1.8
1510,1,20,8,40.0,0.43,0.05,0,0,2.3
1511,2,14,4,28.6,0.36,0.14,0,0,0.7
1512,2,32,11,34.4,0.34,0.06,0,0,3.1
1513,1,4,1,25.0,0.05,0.25,0,0,0.7
1514,0,2,0,0.0,0.00,0.00,0,0,0.0
1515,0,0,0,,0.00,,0,0,0.0
1516,8,78,27,34.6,1.58,0.10,0,1,4.7
1517,0,10,4,40.0,0.53,0.00,0,0,0.7
1518,0,6,3,50.0,0.14,0.00,0,0,0.2
1519,5,25,10,40.0,0.59,0.20,0,0,4.6
1520,1,4,1,25.0,0.64,0.25,0,0,0.1
1521,0,8,2,25.0,0.09,0.00,0,0,0.2
1522,1,20,5,25.0,0.16,0.05,0,0,2.6
1523,14,72,22,30.6,0.81,0.07,9,11,15.2
1524,0,0,0,,0.00,,0,0,0.0
1525,0,2,0,0.0,0.00,0.00,0,0,0.1
1526,0,10,3,30.0,0.10,0.00,0,0,1.2
1527,0,55,7,12.7,0.31,0.00,0,0,3.8
1528,18,76,36,47.4,1.18,0.24,0,0,13.5
1529,0,1,0,0.0,0.00,0.00,0,0,0.2
1530,2,30,6,20.0,0.29,0.07,0,0,1.8
1531,0,3,0,0.0,0.00,0.00,0,0,0.2
1532,4,17,8,47.1,0.33,0.24,0,0,1.7
1533,0,1,0,0.0,0.00,0.00,0,0,0.1
1534,0,0,0,,0.00,,0,0,0.0
1535,1,16,5,31.3,0.67,0.06,0,0,2.0
1536,3,12,7,58.3,0.35,0.25,0,0,0.5
1537,0,5,1,20.0,0.11,0.00,0,0,0.1
1538,1,17,6,35.3,0.42,0.06,0,0,0.5
1539,0,8,2,25.0,0.12,0.00,0,0,0.5
1540,0,21,8,38.1,0.63,0.00,0,0,1.4
1541,0,11,2,18.2,0.09,0.00,0,0,1.6
1542,0,1,0,0.0,0.00,0.00,0,0,0.1
1543,0,0,0,,0.00,,0,0,0.0
1544,0,0,0,,0.00,,0,0,0.0
1545,0,0,0,,0.00,,0,0,0.0
1546,0,11,2,18.2,0.10,0.00,0,0,0.6
1547,1,6,2,33.3,4.00,0.17,0,0,0.7
1548,0,3,0,0.0,0.00,0.00,0,0,0.2
1549,0,1,0,0.0,0.00,0.00,0,0,0.0
1550,0,0,0,,0.00,,0,0,0.0
1551,0,3,0,0.0,0.00,0.00,0,0,0.6
1552,0,0,0,,0.00,,0,0,0.0
1553,2,10,4,40.0,0.21,0.20,0,0,1.6
1554,0,5,1,20.0,0.05,0.00,0,0,0.9
1555,0,1,1,100.0,1.11,0.00,0,0,0.1
1556,0,4,1,25.0,0.50,0.00,0,1,1.1
1557,3,11,3,27.3,0.18,0.27,0,0,1.8
1558,0,10,2,20.0,0.14,0.00,0,0,0.3
1559,11,53,20,37.7,0.79,0.13,4,4,10.3
1560,17,79,38,48.1,1.30,0.22,0,1,10.8
1561,0,9,3,33.3,0.15,0.00,0,0,0.2
1562,0,0,0,,0.00,,0,0,0.0
1563,0,0,0,,0.00,,0,0,0.0
1564,0,1,0,0.0,0.00,0.00,0,0,0.1
1565,0,0,0,,0.00,,0,1,0.8
1566,0,1,1,100.0,2.43,0.00,0,0,0.2
1567,3,12,5,41.7,0.68,0.25,0,0,2.2
1568,0,1,0,0.0,0.00,0.00,0,0,0.0
1569,0,0,0,,0.00,,0,0,0.0
1570,1,27,4,14.8,0.12,0.04,0,0,1.7
1571,0,0,0,,0.00,,0,0,0.0
1572,0,1,0,0.0,0.00,0.00,0,0,0.2
1573,14,122,42,34.4,1.54,0.10,2,3,15.9
